Order Date,Category,Sub-Category,Region,Sales,Profit,Quantity,Year,Month
2016-02-05,Office Supplies,Storage,South,80.98,1.6196,1,2016,2
2016-02-05,Office Supplies,Paper,South,348.84,170.9316,9,2016,2
2016-02-05,Office Supplies,Fasteners,South,9.45,0.189,5,2016,2
2016-02-05,Furniture,Furnishings,South,18.84,7.1592,3,2016,2
2016-02-05,Furniture,Bookcases,South,239.98,52.7956,2,2016,2
2016-02-05,Office Supplies,Envelopes,South,167.96,78.9412,2,2016,2
2016-02-05,Technology,Phones,South,104.85,28.3095,3,2016,2
2016-02-05,Technology,Phones,South,484.83,126.0558,3,2016,2
2016-02-05,Office Supplies,Paper,South,122.97,60.2553,3,2016,2
2016-02-05,Office Supplies,Storage,South,154.44,1.5444,3,2016,2
2016-02-05,Office Supplies,Paper,South,342.37,160.9139,7,2016,2
2017-07-03,Office Supplies,Art,South,9.552,1.5522,3,2017,7
2017-10-09,Furniture,Tables,Central,652.45,-430.617,5,2017,10
2017-10-09,Furniture,Tables,Central,66.645,-42.6528,3,2017,10
2016-11-24,Office Supplies,Binders,East,17.216,6.0256,4,2016,11
2016-11-24,Office Supplies,Paper,East,11.56,5.6644,2,2016,11
2016-11-24,Technology,Accessories,East,88.4,11.492,4,2016,11
2016-11-24,Office Supplies,Paper,East,6.48,3.1104,1,2016,11
2016-11-01,Technology,Phones,South,21.8,6.104,2,2016,11
2016-11-01,Office Supplies,Envelopes,South,251.79,118.3413,3,2016,11
2016-04-19,Furniture,Tables,East,205.176,-58.1332,2,2016,4
2016-04-19,Office Supplies,Paper,East,419.4,146.79,5,2016,4
2014-04-06,Office Supplies,Supplies,East,10.304,-2.1896,1,2014,4
2014-04-06,Furniture,Tables,East,154.764,-36.1116,3,2014,4
2014-04-06,Technology,Accessories,East,116.784,21.897,2,2014,4
2016-09-02,Office Supplies,Art,East,75.48,19.6248,2,2016,9
2016-09-02,Furniture,Furnishings,East,39.98,9.995,2,2016,9
2016-09-25,Furniture,Tables,West,393.165,-204.4458,3,2016,9
2017-11-04,Office Supplies,Labels,Central,23.68,8.88,2,2017,11
2016-07-09,Furniture,Chairs,East,408.006,72.5344,2,2016,7
2016-07-09,Furniture,Furnishings,East,165.28,14.8752,4,2016,7
2014-06-30,Office Supplies,Binders,East,334.768,108.7996,7,2014,6
2017-01-28,Technology,Accessories,West,239.97,26.3967,3,2017,1
2017-01-28,Furniture,Furnishings,West,37.74,12.8316,3,2017,1
2015-09-21,Technology,Phones,Central,946.344,118.293,7,2015,9
2015-09-21,Technology,Accessories,Central,151.2,32.13,3,2015,9
2015-09-21,Furniture,Furnishings,Central,4.928,-1.4784,4,2015,9
2015-09-26,Office Supplies,Paper,West,86.272,31.2736,4,2015,9
2015-09-26,Office Supplies,Binders,West,72.588,-48.392,2,2015,9
2015-09-26,Office Supplies,Appliances,West,60.672,14.4096,2,2015,9
2015-09-26,Office Supplies,Binders,West,77.031,-59.0571,9,2015,9
2015-09-26,Office Supplies,Storage,West,119.904,-1.4988,6,2015,9
2015-09-26,Technology,Phones,West,263.96,23.0965,5,2015,9
2015-09-26,Office Supplies,Storage,West,363.648,-86.3664,4,2015,9
2015-10-31,Office Supplies,Binders,West,9.728,3.2832,2,2015,10
2015-10-31,Office Supplies,Envelopes,West,14.75,7.08,5,2015,10
2015-10-31,Office Supplies,Binders,West,29.8,9.3125,5,2015,10
2015-10-31,Office Supplies,Labels,West,427.42,196.6132,14,2015,10
2017-11-26,Technology,Phones,East,220.752,-40.4712,8,2017,11
2014-12-19,Office Supplies,Binders,South,152.76,74.8524,6,2014,12
2014-12-19,Office Supplies,Supplies,South,7.27,1.9629,1,2014,12
2014-12-19,Furniture,Chairs,South,1819.86,163.7874,14,2014,12
2016-12-26,Office Supplies,Paper,West,33.9,15.594,5,2016,12
2017-06-20,Office Supplies,Paper,East,31.104,10.8864,6,2017,6
2017-06-20,Office Supplies,Art,East,5.248,0.5904,2,2017,6
2015-10-15,Technology,Accessories,Central,263.88,42.8805,3,2015,10
2015-10-15,Furniture,Chairs,Central,2453.43,-350.49,5,2015,10
2017-04-12,Office Supplies,Binders,East,29.7,13.365,5,2017,4
2017-04-12,Office Supplies,Paper,East,39.96,17.982,4,2017,4
2017-12-19,Office Supplies,Binders,West,36.672,11.46,2,2017,12
2017-08-05,Office Supplies,Paper,South,13.76,6.3296,2,2017,8
2015-10-01,Office Supplies,Storage,West,139.424,17.428,4,2015,10
2016-05-23,Technology,Phones,Central,1979.928,148.4946,9,2016,5
2017-06-13,Office Supplies,Storage,Central,164.736,-39.1248,4,2017,6
2017-06-13,Furniture,Chairs,Central,470.302,-87.3418,7,2017,6
2017-06-13,Technology,Phones,Central,47.984,5.998,2,2017,6
2014-04-23,Office Supplies,Binders,East,2.502,-1.7514,3,2014,4
2015-05-01,Technology,Phones,West,88.752,11.094,3,2015,5
2015-07-19,Office Supplies,Binders,West,2.025,-1.35,1,2015,7
2016-11-26,Office Supplies,Paper,South,70.98,34.7802,7,2016,11
2016-11-26,Office Supplies,Binders,South,91.68,45.84,3,2016,11
2016-11-26,Office Supplies,Binders,South,33.75,16.875,5,2016,11
2016-11-26,Technology,Machines,South,3040.0,1459.2,8,2016,11
2017-06-12,Office Supplies,Binders,South,91.2,41.952,3,2017,6
2017-06-12,Furniture,Tables,South,452.94,67.941,3,2017,6
2015-08-17,Office Supplies,Binders,East,52.2,23.49,9,2015,8
2016-09-25,Office Supplies,Labels,Central,15.936,5.1792,4,2016,9
2014-05-04,Furniture,Furnishings,East,27.46,9.8856,2,2014,5
2015-12-01,Office Supplies,Binders,West,55.424,19.3984,2,2015,12
2016-03-11,Furniture,Tables,East,244.006,-31.3722,2,2016,3
2016-08-26,Technology,Accessories,Central,159.984,43.9956,2,2016,8
2016-08-26,Furniture,Chairs,Central,1024.716,-29.2776,6,2016,8
2016-12-16,Office Supplies,Fasteners,East,3.68,1.8032,2,2016,12
2014-08-08,Furniture,Furnishings,West,121.376,-3.0344,4,2014,8
2014-08-08,Technology,Accessories,West,95.976,-10.7973,3,2014,8
2015-05-16,Technology,Accessories,South,255.968,31.996,4,2015,5
2017-12-09,Furniture,Chairs,Central,872.94,226.9644,3,2017,12
2017-12-09,Office Supplies,Binders,Central,41.54,19.5238,2,2017,12
2017-12-09,Office Supplies,Paper,Central,12.96,6.2208,2,2017,12
2015-09-24,Office Supplies,Art,East,6.848,0.5992,2,2015,9
2017-07-11,Office Supplies,Labels,West,8.67,4.0749,3,2017,7
2015-12-01,Furniture,Furnishings,Central,6.688,-4.0128,4,2015,12
2016-11-19,Office Supplies,Art,East,17.28,5.0112,6,2016,11
2016-11-19,Office Supplies,Binders,East,17.712,6.4206,3,2016,11
2017-03-19,Office Supplies,Labels,East,28.91,13.2986,7,2017,3
2016-11-13,Office Supplies,Supplies,South,52.136,5.8653,7,2016,11
2017-11-19,Technology,Phones,West,31.968,2.3976,4,2017,11
2016-12-02,Office Supplies,Paper,West,25.92,12.4416,4,2016,12
2016-12-02,Office Supplies,Paper,West,40.46,19.8254,7,2016,12
2016-12-02,Office Supplies,Storage,West,33.87,8.8062,3,2016,12
2017-08-25,Office Supplies,Art,South,9.728,1.7024,2,2017,8
2017-08-25,Office Supplies,Paper,South,3.424,1.07,1,2017,8
2016-10-14,Technology,Accessories,West,177.0,30.09,3,2016,10
2014-11-27,Office Supplies,Fasteners,East,3.76,1.316,2,2014,11
2015-11-03,Technology,Phones,West,1212.848,106.1242,7,2015,11
2015-11-03,Technology,Accessories,West,89.97,37.7874,3,2015,11
2015-11-03,Furniture,Furnishings,West,42.6,16.614,3,2015,11
2014-11-29,Office Supplies,Labels,East,5.04,1.764,2,2014,11
2017-04-30,Office Supplies,Envelopes,East,62.96,28.332,4,2017,4
2017-11-24,Office Supplies,Paper,East,5.88,2.8812,1,2017,11
2017-11-24,Furniture,Chairs,East,977.292,173.7408,6,2017,11
2017-10-30,Furniture,Furnishings,West,9.64,3.6632,2,2017,10
2014-12-17,Office Supplies,Art,South,40.05,11.214,3,2014,12
2017-09-04,Office Supplies,Art,Central,10.192,3.185,7,2017,9
2017-09-04,Office Supplies,Storage,Central,16.784,-0.2098,1,2017,9
2017-09-04,Office Supplies,Art,Central,13.12,3.772,5,2017,9
2016-10-17,Office Supplies,Binders,West,18.16,6.583,5,2016,10
2017-11-12,Office Supplies,Paper,Central,16.056,5.8203,3,2017,11
2017-11-12,Office Supplies,Paper,Central,223.056,69.705,9,2017,11
2017-11-12,Office Supplies,Storage,Central,540.048,-47.2542,3,2017,11
2016-11-24,Technology,Phones,West,33.52,3.352,2,2016,11
2016-11-24,Furniture,Furnishings,West,9.94,3.0814,2,2016,11
2015-08-01,Office Supplies,Art,West,6.72,3.36,4,2015,8
2015-08-01,Furniture,Tables,West,1004.976,-175.8708,6,2015,8
2017-12-24,Office Supplies,Binders,East,17.88,5.5875,3,2017,12
2016-09-17,Technology,Machines,South,396.0,190.08,4,2016,9
2017-12-10,Office Supplies,Binders,Central,34.5,15.525,3,2017,12
2017-09-12,Furniture,Furnishings,West,8.36,3.0096,2,2017,9
2017-06-24,Office Supplies,Art,West,385.6,111.824,8,2017,6
2017-06-24,Office Supplies,Art,West,35.82,11.8206,9,2017,6
2017-08-18,Office Supplies,Storage,Central,200.064,12.504,3,2017,8
2017-08-18,Office Supplies,Binders,Central,21.38,-33.139,5,2017,8
2017-08-18,Office Supplies,Binders,Central,6.744,-11.4648,4,2017,8
2017-12-11,Furniture,Chairs,East,63.686,-9.098,1,2017,12
2017-12-10,Furniture,Tables,West,1669.6,116.872,4,2017,12
2014-02-03,Office Supplies,Binders,West,83.84,27.248,2,2014,2
2014-02-03,Office Supplies,Binders,West,13.272,4.3134,3,2014,2
2017-02-11,Office Supplies,Binders,West,21.336,7.7343,7,2017,2
2017-04-16,Office Supplies,Art,Central,16.52,2.065,5,2017,4
2015-12-06,Furniture,Furnishings,West,206.112,48.9516,6,2015,12
2015-12-06,Office Supplies,Paper,West,19.92,6.723,5,2015,12
2015-12-06,Office Supplies,Paper,West,198.272,61.96,8,2015,12
2015-12-06,Office Supplies,Storage,West,247.104,-58.6872,6,2015,12
2015-12-06,Office Supplies,Art,West,86.304,9.7092,6,2015,12
2016-07-22,Office Supplies,Art,East,4.16,0.364,2,2016,7
2016-07-22,Furniture,Furnishings,East,11.648,3.3488,2,2016,7
2015-11-07,Office Supplies,Fasteners,East,26.18,0.5236,7,2015,11
2015-11-07,Office Supplies,Paper,East,7.3,3.431,2,2015,11
2015-03-26,Office Supplies,Paper,South,74.352,23.235,3,2015,3
2017-08-31,Office Supplies,Storage,West,10.744,0.8058,1,2017,8
2017-08-31,Office Supplies,Fasteners,West,8.376,2.7222,3,2017,8
2016-12-04,Office Supplies,Storage,East,212.88,0.0,6,2016,12
2017-02-10,Furniture,Bookcases,West,203.983,16.7986,2,2017,2
2016-10-29,Office Supplies,Storage,East,40.74,0.4074,3,2016,10
2016-10-29,Office Supplies,Appliances,East,11.67,3.0342,3,2016,10
2017-09-15,Technology,Phones,East,39.99,11.5971,1,2017,9
2017-09-15,Office Supplies,Art,East,16.28,6.512,2,2017,9
2017-09-15,Furniture,Bookcases,East,782.94,203.5644,3,2017,9
2017-09-15,Office Supplies,Binders,East,242.48,116.3904,7,2017,9
2014-03-11,Furniture,Furnishings,East,8.32,2.288,5,2014,3
2014-03-11,Office Supplies,Fasteners,East,10.464,1.7004,6,2014,3
2014-02-04,Office Supplies,Binders,West,82.896,29.0136,3,2014,2
2014-02-04,Office Supplies,Paper,West,34.24,16.0928,4,2014,2
2014-12-31,Furniture,Bookcases,East,1573.488,196.686,7,2014,12
2015-11-23,Office Supplies,Paper,Central,335.52,117.432,4,2015,11
2015-11-23,Office Supplies,Binders,Central,23.912,-40.6504,2,2015,11
2015-11-23,Office Supplies,Storage,Central,27.056,2.3674,2,2015,11
2014-07-06,Technology,Copiers,East,559.992,174.9975,1,2014,7
2017-11-13,Office Supplies,Appliances,Central,9.324,-24.7086,6,2017,11
2016-06-17,Office Supplies,Paper,West,111.96,54.8604,2,2016,6
2014-05-03,Office Supplies,Labels,Central,21.56,10.3488,7,2014,5
2017-10-16,Office Supplies,Binders,South,124.75,57.385,5,2017,10
2015-02-06,Office Supplies,Art,West,5.28,1.5312,3,2015,2
2017-09-04,Technology,Accessories,East,91.96,39.5428,4,2017,9
2016-05-09,Office Supplies,Envelopes,East,9.344,3.504,1,2016,5
2016-05-09,Office Supplies,Art,East,79.36,9.92,5,2016,5
2015-03-16,Furniture,Tables,West,171.96,44.7096,2,2015,3
2016-04-09,Office Supplies,Binders,West,35.352,12.8151,9,2016,4
2014-04-04,Office Supplies,Labels,West,18.9,9.072,6,2014,4
2017-09-05,Office Supplies,Art,West,2.78,0.7228,1,2017,9
2017-06-30,Furniture,Tables,East,1044.63,-295.9785,5,2017,6
2015-11-09,Office Supplies,Paper,East,11.352,4.1151,3,2015,11
2014-03-04,Office Supplies,Storage,South,354.9,17.745,5,2014,3
2015-03-19,Technology,Phones,West,453.576,39.6879,3,2015,3
2015-11-29,Technology,Accessories,Central,21.48,-0.2685,3,2015,11
2015-11-29,Office Supplies,Binders,Central,8.784,-13.6152,4,2015,11
2017-06-11,Office Supplies,Paper,West,122.97,60.2553,3,2017,6
2017-11-26,Office Supplies,Art,South,12.84,3.7236,3,2017,11
2014-11-23,Furniture,Chairs,West,603.92,-67.941,5,2014,11
2014-11-23,Office Supplies,Envelopes,West,21.84,10.4832,3,2014,11
2014-11-23,Technology,Accessories,West,29.99,6.2979,1,2014,11
2014-11-23,Furniture,Chairs,West,381.44,23.84,2,2014,11
2014-12-15,Technology,Phones,Central,40.68,-9.153,3,2014,12
2014-12-15,Furniture,Chairs,Central,763.28,-21.808,5,2014,12
2016-04-22,Office Supplies,Storage,Central,23.952,2.3952,2,2016,4
2016-05-23,Office Supplies,Paper,South,4.98,2.4402,1,2016,5
2016-02-27,Office Supplies,Appliances,East,170.88,49.5552,3,2016,2
2015-08-09,Technology,Phones,East,307.98,89.3142,2,2015,8
2015-08-09,Furniture,Tables,East,382.806,-153.1224,9,2015,8
2015-08-09,Office Supplies,Storage,East,41.96,2.9372,2,2015,8
2015-08-09,Office Supplies,Binders,East,1217.568,456.588,2,2015,8
2015-08-09,Furniture,Furnishings,East,47.04,18.3456,3,2015,8
2015-08-09,Furniture,Furnishings,East,6.16,2.9568,2,2015,8
2015-08-09,Technology,Phones,East,979.95,274.386,5,2015,8
2015-08-09,Office Supplies,Paper,East,143.7,68.976,3,2015,8
2015-08-09,Office Supplies,Fasteners,East,10.65,5.0055,3,2015,8
2015-08-09,Technology,Accessories,East,247.8,34.692,4,2015,8
2016-05-12,Office Supplies,Art,South,10.96,2.9592,4,2016,5
2016-04-15,Office Supplies,Art,Central,33.488,5.8604,7,2016,4
2016-04-15,Office Supplies,Fasteners,Central,8.04,2.9145,5,2016,4
2015-06-23,Technology,Phones,West,201.568,22.6764,4,2015,6
2014-10-19,Office Supplies,Paper,West,13.44,6.5856,3,2014,10
2015-03-24,Furniture,Bookcases,Central,359.058,-35.9058,3,2015,3
2017-05-08,Furniture,Chairs,East,47.992,-2.0568,2,2017,5
2017-10-16,Furniture,Furnishings,East,547.3,175.136,13,2017,10
2017-11-19,Office Supplies,Paper,Central,16.896,5.28,4,2017,11
2017-11-19,Office Supplies,Supplies,Central,6.672,0.5004,1,2017,11
2017-11-19,Office Supplies,Art,Central,99.136,8.6744,4,2017,11
2017-11-19,Furniture,Furnishings,Central,15.992,-13.993,2,2017,11
2016-05-08,Furniture,Furnishings,East,211.96,42.392,2,2016,5
2016-12-11,Office Supplies,Art,South,6.672,1.668,3,2016,12
2017-11-30,Office Supplies,Art,East,155.94,45.2226,6,2017,11
2016-04-19,Technology,Phones,West,39.96,12.987,5,2016,4
2016-04-19,Office Supplies,Art,West,5.46,1.5288,3,2016,4
2016-04-19,Office Supplies,Art,West,73.2,21.228,5,2016,4
2016-04-19,Office Supplies,Binders,West,5.84,1.971,1,2016,4
2016-04-19,Office Supplies,Paper,West,22.72,10.224,4,2016,4
2016-04-19,Office Supplies,Binders,West,9.336,3.2676,3,2016,4
2014-05-26,Furniture,Bookcases,West,290.666,27.3568,2,2014,5
2014-05-26,Technology,Phones,West,201.584,20.1584,2,2014,5
2014-05-26,Technology,Phones,West,83.984,31.494,2,2014,5
2017-12-21,Office Supplies,Storage,West,1000.02,290.0058,7,2017,12
2016-03-15,Technology,Accessories,East,83.976,-13.6461,3,2016,3
2015-08-10,Office Supplies,Labels,Central,3.75,1.8,1,2015,8
2015-08-10,Office Supplies,Labels,Central,41.4,19.872,4,2015,8
2015-08-10,Office Supplies,Art,Central,29.79,12.5118,3,2015,8
2016-09-10,Office Supplies,Storage,East,59.48,8.922,2,2016,9
2016-09-10,Office Supplies,Paper,East,6.69,3.0774,1,2016,9
2017-07-08,Furniture,Furnishings,West,198.46,99.23,2,2017,7
2017-07-08,Office Supplies,Labels,West,786.48,385.3752,8,2017,7
2017-07-08,Office Supplies,Binders,West,23.168,7.8192,2,2017,7
2017-07-08,Technology,Accessories,West,50.0,10.5,2,2017,7
2015-12-19,Technology,Phones,West,675.96,84.495,5,2015,12
2015-12-19,Technology,Accessories,West,1265.85,556.974,3,2015,12
2015-11-16,Office Supplies,Appliances,East,523.25,141.2775,5,2015,11
2015-09-24,Furniture,Chairs,South,517.5,155.25,6,2015,9
2017-06-21,Furniture,Furnishings,East,17.92,2.464,5,2017,6
2017-06-21,Office Supplies,Binders,East,41.256,-34.38,6,2017,6
2016-05-08,Office Supplies,Storage,East,1006.056,88.0299,3,2016,5
2016-05-08,Office Supplies,Paper,East,10.688,3.7408,2,2016,5
2016-05-08,Office Supplies,Paper,East,10.368,3.6288,2,2016,5
2016-05-08,Office Supplies,Storage,East,25.12,1.57,2,2016,5
2016-05-08,Technology,Accessories,East,58.112,7.264,2,2016,5
2014-11-26,Office Supplies,Paper,West,15.552,5.4432,3,2014,11
2014-11-26,Office Supplies,Storage,West,669.08,-167.27,5,2014,11
2014-11-26,Technology,Phones,West,438.336,-87.6672,4,2014,11
2016-05-26,Office Supplies,Paper,East,19.44,9.3312,3,2016,5
2016-05-26,Office Supplies,Binders,East,9.64,4.4344,2,2016,5
2016-05-26,Office Supplies,Paper,East,12.7,5.842,2,2016,5
2016-05-26,Furniture,Furnishings,East,41.37,17.3754,3,2016,5
2014-11-29,Office Supplies,Fasteners,Central,12.624,3.945,2,2014,11
2015-03-19,Office Supplies,Storage,West,1247.64,349.3392,3,2015,3
2015-03-19,Technology,Copiers,West,3149.93,1480.4671,7,2015,3
2015-03-19,Office Supplies,Paper,West,209.7,100.656,2,2015,3
2015-11-01,Technology,Accessories,East,35.36,-3.094,2,2015,11
2015-11-01,Office Supplies,Fasteners,East,3.168,-0.7128,2,2015,11
2015-09-26,Office Supplies,Binders,East,121.104,-100.92,6,2015,9
2015-09-26,Technology,Phones,East,45.894,-9.1788,1,2015,9
2014-08-29,Office Supplies,Paper,West,109.92,53.8608,2,2014,8
2014-08-29,Office Supplies,Paper,West,13.36,6.4128,2,2014,8
2017-11-18,Office Supplies,Storage,West,169.68,45.8136,6,2017,11
2017-11-18,Technology,Accessories,West,132.52,54.3332,4,2017,11
2017-11-18,Office Supplies,Fasteners,West,2.96,1.4208,2,2017,11
2017-11-18,Office Supplies,Binders,West,8.448,2.9568,2,2017,11
2017-11-18,Office Supplies,Storage,West,95.94,9.594,3,2017,11
2014-05-12,Furniture,Furnishings,Central,34.79,10.7849,7,2014,5
2017-01-20,Technology,Phones,West,160.776,10.0485,3,2017,1
2017-10-30,Office Supplies,Binders,West,88.752,27.735,3,2017,10
2017-10-30,Office Supplies,Binders,West,13.904,5.214,2,2017,10
2017-04-30,Technology,Phones,East,677.58,-158.102,5,2017,4
2017-04-30,Office Supplies,Binders,East,13.896,-9.264,3,2017,4
2016-11-24,Office Supplies,Storage,Central,41.92,3.668,5,2016,11
2016-11-24,Technology,Accessories,Central,297.576,-7.4394,3,2016,11
2016-11-24,Office Supplies,Fasteners,Central,4.344,0.8688,3,2016,11
2016-11-24,Technology,Accessories,Central,94.992,-2.3748,2,2016,11
2016-11-24,Office Supplies,Paper,Central,74.352,23.235,3,2016,11
2016-11-24,Office Supplies,Art,Central,14.04,1.5795,3,2016,11
2015-01-10,Furniture,Tables,East,1018.104,-373.3048,4,2015,1
2017-10-19,Technology,Phones,Central,16.68,5.2125,3,2017,10
2016-03-22,Technology,Accessories,West,58.58,19.3314,2,2016,3
2017-07-03,Technology,Phones,Central,167.968,62.988,4,2017,7
2015-12-11,Office Supplies,Labels,South,196.62,96.3438,2,2015,12
2015-09-17,Furniture,Furnishings,Central,21.936,-10.4196,2,2015,9
2015-09-17,Office Supplies,Binders,Central,6.588,-10.2114,3,2015,9
2016-05-18,Office Supplies,Storage,West,104.28,26.07,3,2016,5
2016-05-18,Office Supplies,Paper,West,17.94,8.7906,3,2016,5
2014-09-07,Office Supplies,Storage,East,64.784,-14.5764,1,2014,9
2014-09-07,Technology,Phones,East,32.382,4.3176,3,2014,9
2014-09-07,Furniture,Furnishings,East,42.368,8.4736,2,2014,9
2014-09-07,Technology,Machines,East,399.54,-559.356,4,2014,9
2016-09-29,Office Supplies,Paper,West,18.97,9.1056,1,2016,9
2016-11-07,Furniture,Furnishings,West,14.82,6.2244,3,2016,11
2017-04-24,Office Supplies,Appliances,East,99.28,12.41,2,2017,4
2017-04-24,Office Supplies,Binders,East,1.188,-0.99,2,2017,4
2017-04-24,Office Supplies,Binders,East,7.518,-5.7638,2,2017,4
2017-12-10,Office Supplies,Paper,East,10.368,3.6288,2,2017,12
2017-12-10,Furniture,Furnishings,East,310.88,23.316,2,2017,12
2014-08-16,Furniture,Tables,East,853.092,-227.4912,6,2014,8
2017-12-09,Office Supplies,Paper,Central,33.45,15.387,5,2017,12
2017-12-09,Office Supplies,Binders,Central,10.4,5.096,5,2017,12
2016-03-14,Furniture,Furnishings,East,21.88,6.2905,5,2016,3
2016-06-26,Technology,Accessories,Central,13.616,3.5742,2,2016,6
2015-09-25,Technology,Accessories,East,63.96,19.8276,4,2015,9
2015-09-25,Office Supplies,Binders,East,14.46,7.0854,3,2015,9
2015-09-25,Technology,Phones,East,104.98,52.49,2,2015,9
2015-12-27,Office Supplies,Appliances,West,106.96,31.0184,2,2015,12
2015-12-27,Office Supplies,Labels,West,21.56,10.3488,7,2015,12
2014-06-03,Furniture,Tables,West,515.88,113.4936,6,2014,6
2015-07-13,Office Supplies,Binders,East,11.808,4.2804,2,2015,7
2015-07-13,Furniture,Chairs,East,1931.04,321.84,9,2015,7
2015-07-13,Office Supplies,Paper,East,9.96,4.6812,2,2015,7
2014-02-02,Office Supplies,Fasteners,West,12.35,5.8045,5,2014,2
2016-03-08,Office Supplies,Binders,West,9.702,-7.1148,3,2016,3
2015-11-22,Office Supplies,Binders,East,11.61,-9.288,2,2015,11
2017-10-30,Office Supplies,Labels,West,43.86,20.6142,6,2017,10
2017-10-30,Technology,Phones,West,148.48,16.704,2,2017,10
2017-10-30,Office Supplies,Paper,West,7.42,3.71,2,2017,10
2017-10-30,Furniture,Chairs,West,71.992,-0.8999,1,2017,10
2017-10-30,Office Supplies,Art,West,19.9,6.567,5,2017,10
2017-10-30,Office Supplies,Appliances,West,1702.12,510.636,14,2017,10
2015-01-30,Office Supplies,Paper,Central,14.304,5.0064,6,2015,1
2017-09-08,Furniture,Tables,Central,765.625,-566.5625,7,2017,9
2017-10-07,Furniture,Bookcases,West,307.666,-14.4784,2,2017,10
2016-04-30,Office Supplies,Binders,East,7.712,2.7956,2,2016,4
2016-05-19,Office Supplies,Appliances,East,242.9,70.441,5,2016,5
2016-05-19,Office Supplies,Storage,East,454.9,0.0,5,2016,5
2016-05-19,Furniture,Furnishings,East,35.92,15.0864,4,2016,5
2016-05-19,Furniture,Furnishings,East,39.76,12.3256,8,2016,5
2016-05-19,Office Supplies,Binders,East,47.744,14.92,4,2016,5
2015-12-20,Technology,Phones,Central,159.984,11.9988,2,2015,12
2015-12-20,Technology,Accessories,Central,255.968,51.1936,4,2015,12
2015-12-20,Furniture,Bookcases,Central,359.058,-71.8116,3,2015,12
2015-12-19,Office Supplies,Appliances,East,434.352,43.4352,3,2015,12
2015-12-19,Office Supplies,Appliances,East,3.552,0.444,2,2015,12
2015-12-19,Office Supplies,Appliances,East,88.832,7.7728,4,2015,12
2017-04-29,Furniture,Tables,East,1048.35,-69.89,5,2017,4
2016-02-07,Technology,Accessories,South,100.0,21.0,4,2016,2
2016-02-07,Office Supplies,Labels,South,7.83,3.6018,3,2016,2
2014-09-28,Office Supplies,Paper,South,96.256,31.2832,8,2014,9
2014-09-28,Office Supplies,Paper,South,10.688,3.7408,2,2014,9
2016-07-10,Office Supplies,Storage,Central,338.04,-33.804,3,2016,7
2016-07-10,Office Supplies,Art,Central,154.24,17.352,4,2016,7
2017-07-29,Office Supplies,Appliances,South,34.848,6.534,2,2017,7
2017-07-29,Technology,Phones,South,22.0,1.375,5,2017,7
2017-07-29,Office Supplies,Art,South,4.368,0.3822,3,2017,7
2015-09-03,Office Supplies,Storage,West,31.44,8.4888,3,2015,9
2015-09-03,Technology,Accessories,West,17.9,3.401,2,2015,9
2015-09-03,Technology,Accessories,West,129.45,46.602,5,2015,9
2014-08-09,Office Supplies,Labels,West,20.88,9.6048,8,2014,8
2017-10-30,Office Supplies,Paper,East,20.736,7.2576,4,2017,10
2017-10-30,Furniture,Furnishings,East,7.168,0.9856,2,2017,10
2017-10-30,Office Supplies,Storage,East,11.168,-2.5128,2,2017,10
2017-10-30,Technology,Accessories,East,442.4,-55.3,7,2017,10
2014-06-06,Office Supplies,Art,East,13.36,4.9432,2,2014,6
2016-08-13,Office Supplies,Binders,South,11.232,-8.2368,8,2016,8
2016-08-13,Office Supplies,Paper,South,10.272,3.21,3,2016,8
2014-04-25,Office Supplies,Paper,Central,10.368,3.6288,2,2014,4
2014-04-25,Office Supplies,Art,Central,6.24,0.546,3,2014,4
2015-11-22,Furniture,Tables,Central,206.962,-32.5226,2,2015,11
2017-10-14,Furniture,Furnishings,West,9.46,3.6894,2,2017,10
2017-12-02,Office Supplies,Storage,West,559.62,151.0974,9,2017,12
2017-12-02,Office Supplies,Paper,West,109.92,53.8608,2,2017,12
2017-12-02,Office Supplies,Paper,West,8.56,3.852,2,2017,12
2015-12-08,Office Supplies,Paper,Central,360.712,130.7581,11,2015,12
2015-12-08,Technology,Phones,Central,1718.4,150.36,6,2015,12
2015-07-13,Office Supplies,Binders,Central,41.568,-66.5088,6,2015,7
2014-05-11,Technology,Accessories,Central,46.864,7.6154,2,2014,5
2014-01-05,Office Supplies,Art,East,19.536,4.884,3,2014,1
2015-09-05,Furniture,Bookcases,West,411.332,-4.8392,4,2015,9
2015-09-05,Office Supplies,Binders,West,28.752,9.7038,6,2015,9
2015-09-05,Furniture,Bookcases,West,293.199,-20.6964,3,2015,9
2016-08-04,Office Supplies,Supplies,South,35.06,10.518,2,2016,8
2016-08-04,Office Supplies,Labels,South,4.13,1.8998,1,2016,8
2016-08-04,Furniture,Furnishings,South,109.8,46.116,9,2016,8
2016-08-04,Office Supplies,Labels,South,9.82,4.8118,2,2016,8
2014-03-22,Office Supplies,Binders,South,7.644,-5.8604,4,2014,3
2014-03-22,Office Supplies,Binders,South,51.465,-39.4565,5,2014,3
2017-03-02,Office Supplies,Supplies,Central,6.976,-1.3952,4,2017,3
2017-03-02,Office Supplies,Binders,Central,12.222,-20.1663,7,2017,3
2016-11-27,Office Supplies,Storage,Central,97.984,-24.496,2,2016,11
2016-11-27,Technology,Accessories,Central,62.4,19.5,6,2016,11
2014-04-28,Office Supplies,Binders,East,20.86,9.387,2,2014,4
